#pid	label	UserInfo_FollowCount	UserInfo_FollowedCount	UserInfo_FollowFollowedRatio	UserInfo_RegTime	UserInfo_HasMobile	UserInfo_HasBirth	UserInfo_HasSex	UserInfo_IsMale	UserInfo_IsFemale	UserInfo_IsGroupOwner	UserInfo_MaxLevel	UserInfo_FourmNum	UserInfo_LevelMean	UserInfo_LevelVar	UserInfo_NowLevel	UserInfo_UnamePattern0	UserInfo_UnamePattern1	UserInfo_UnamePattern2	UserInfo_UnameIsEnNum	UserInfo_IsQQName	ForumInfo_ForumInfo	ForumInfo_Level2Info	ForumInfo_Level1Info	ForumInfo_RankInfo	ForumInfo_RankMean	ForumInfo_RankVar	ForumInfo_NowRank	ForumInfo_FormTitleMatchRatio	ForumInfo_Level1Name0	ForumInfo_Level1Name1	ForumInfo_Level1Name2	ForumInfo_Level1Name3	ForumInfo_Level1Name4	ForumInfo_Level1Name5	ForumInfo_Level1Name6	ForumInfo_Level1Name7	ForumInfo_Level1Name8	ForumInfo_Level1Name9	ForumInfo_Level1Name10	ForumInfo_Level1Name11	ForumInfo_Level1Name12	ForumInfo_Level1Name13	ForumInfo_Level1Name14	ForumInfo_Level1Name15	ForumInfo_Level1Name16	ForumInfo_Level1Name17	ForumInfo_Level1Name18	ForumInfo_Level1Name19	ForumInfo_Level1Name20	ForumInfo_Level1Name21	ForumInfo_Level1Name22	ForumInfo_Level1Name23	ForumInfo_Level1Name24	ForumInfo_Level1Name25	ForumInfo_Level1Name26	ForumInfo_Level1Name27	ForumInfo_Level1Name28	ContentSim_AvgSimByThread1	ContentSim_AvgSimByForum	ContentSim_AvgSimByThread2	ContentSim_Top2ContentsSim	TitleSim_AvgSimByThread	TitleSim_AvgSimByForum	TitleSim_Top2TitleSim	RepeatString_TextLengthMean	RepeatString_TextLengthVar	RepeatString_TextCnLengthMean	RepeatString_TextCnLengthVar	RepeatString_NowLength	RepeatString_NowCnLength	RepeatString_NowCnRatio	RepeatString_CnRatio	RepeatString_ThreadTextLengthMean	RepeatString_ThreadTextLengthVar	RepeatString_ReplyTextLengthMean	RepeatString_ReplyTextLengthVar	UrlWeight_NowUrlScore	UrlWeight_NowHasVideo	UrlWeight_NowHasEmail	UrlWeight_NowHasPic	UrlWeight_UrlScoreAvg	UrlWeight_UrlScoreAvgMultTextLength	UrlWeight_UrlScoreMin	UrlWeight_UrlScoreMax	UrlWeight_UrlRatio	UrlWeight_PicRatio	UrlWeight_PicRatioMultTextLength	UrlWeight_EmailRatio	UrlWeight_VideoRatio	UrlWeight_VideoRatioMultTextLength	UrlWeight_AnyRatio	UrlWeight_AnyRatioMultTextLength	UrlWeight_UniqueUrlRatio	UrlWeight_UniquePicRatio	UrlWeight_UniqueVideoRatio	NumberWeight_NumRatio	NumberWeight_UniqueNumRatio	NumberWeight_DeformNumRatio	UnusualChar_	UnusualCn_UnusualCnPostsRatio	UnusualCn_UnusualCnRatio	DictMatch_WhiteTitleRatio	DictMatch_NowBlackTitleCount	DictMatch_NowGrayTitleCount	DictMatch_NowBlackTitleCount2	DictMatch_NowGrayTitleCount2	DictMatch_NowBlackContentCount	DictMatch_NowGrayContentCount	DictMatch_NowBlackContentCount2	DictMatch_NowGrayContentCount2	DictMatch_BlackTitleRatio	DictMatch_GrayTitleRatio	DictMatch_BlackTitleRatio2	DictMatch_GrayTitleRatio2	DictMatch_BlackContentPerPost	DictMatch_GrayContentPerPost	DictMatch_BlackContentPerPost2	DictMatch_GrayContentPerPost2	DictMatch_TitleModifyRatio	DictMatch_ContentModifyRatio	LanguageModel_NowLmScore	LanguageModel_NowFirstLmScore	LanguageModel_NowLastLmScore	LanguageModel_LmScoreAvg	LanguageModel_FirstLmScoreAvg	LanguageModel_LastLmScoreAvg	LanguageModel_BadLmScoreAvg	LanguageModel_BadFirstLmScoreAvg	LanguageModel_BadLastLmScoreAvg	Trate_TrateNum	Trate_NowTrateScore	Trate_NowThreadTrateScore	Trate_NowReplyTrateScore	Trate_TrateMean	Trate_TrateVar	Trate_ThreadTrateMean	Trate_ThreadTrateVar	Trate_ReplyTrateMean	Trate_ReplyTrateVar	Trate_Bukets0	Trate_Bukets1	Trate_Bukets2	Trate_Bukets3	Trate_TBukets0	Trate_TBukets1	Trate_TBukets2	Trate_TBukets3	Trate_PBukets0	Trate_PBukets1	Trate_PBukets2	Trate_PBukets3	Trate_TrateMean2	Trate_TrateMean3	Trate_TrateMean4	Trate_TrateMean5	LTrate_TrateNum	LTrate_NowTrateScore	LTrate_NowThreadTrateScore	LTrate_NowReplyTrateScore	LTrate_TrateMean	LTrate_TrateVar	LTrate_ThreadTrateMean	LTrate_ThreadTrateVar	LTrate_ReplyTrateMean	LTrate_ReplyTrateVar	LTrate_Bukets0	LTrate_Bukets1	LTrate_Bukets2	LTrate_Bukets3	LTrate_TBukets0	LTrate_TBukets1	LTrate_TBukets2	LTrate_TBukets3	LTrate_PBukets0	LTrate_PBukets1	LTrate_PBukets2	LTrate_PBukets3	LTrate_TrateMean2	LTrate_TrateMean3	LTrate_TrateMean4	LTrate_TrateMean5	LTrate2_TrateNum	LTrate2_NowTrateScore	LTrate2_NowThreadTrateScore	LTrate2_NowReplyTrateScore	LTrate2_TrateMean	LTrate2_TrateVar	LTrate2_ThreadTrateMean	LTrate2_ThreadTrateVar	LTrate2_ReplyTrateMean	LTrate2_ReplyTrateVar	LTrate2_Bukets0	LTrate2_Bukets1	LTrate2_Bukets2	LTrate2_Bukets3	LTrate2_TBukets0	LTrate2_TBukets1	LTrate2_TBukets2	LTrate2_TBukets3	LTrate2_PBukets0	LTrate2_PBukets1	LTrate2_PBukets2	LTrate2_PBukets3	LTrate2_TrateMean2	LTrate2_TrateMean3	LTrate2_TrateMean4	LTrate2_TrateMean5	IPInfo_RecentLocs	IPInfo_RecentIps	IPInfo_RecentIpPrefix3	IPInfo_RecentIpPrefix2	IPInfo_RecentIpPrefix1	IPInfo_LocChanges	IPInfo_IpChanges	IPInfo_IpPrefix3Changes	IPInfo_IpPrefix2Changes	IPInfo_IpPrefix1Changes	IPInfo_ForeignIpRatio	MultiReplyTo_MultiReplyTo0	PostReplyRate_ThreadRatio	PostReplyRate_PostsNum	PostReplyRate_ThreadNum	PostReplyRate_UniqeThreadNum	PostReplyRate_UniqeThreadRatio	Time_TimeSpan0	Time_TimeSpan1	Time_TimeSpan2	Time_TimeSpan3	Time_TimeSpan4	Time_TimeSpanAvg	Time_TimeSpanVar	Time_HoursCovered	Time_NowTimeBin	Time_Bins0	Time_Bins1	Time_Bins2	Time_Bins3	Time_Bins4	Time_Bins5	DH_DH0	DH_DH1	DH_DH2	DH_DH3	DH_DH4	Sundry_PostType	Sundry_HistorySize	Sundry_PostsNumLast_1440_Minutes
_47280094933	0	0	0	0	6.30079	1	0	0	0	0	0	3	1	0	0	0	1	1	1	0	0	0	0	0	0	0.693147	0	0.693147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.63906	0	1.09861	0	13	2	0.214286	0.576691	2.63906	0	0	0	4.4	0	0	0	4.4	11.6119	4.4	4.4	0	0	0	0	0	0	0	0	1	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	1	0.1	0.1	0	0.1	0	0.1	0	0.1	0	1	0	0	0	1	0	0	0	1	0	0	0	0.1	0.1	0.1	0.1	1	-1.64	-1.64	0	-1.64	0	-1.64	0	-3	0	0	1	0	0	0	1	0	0	0	1	0	0	-2.32	-2.54667	-2.66	-2.728	1	-0.58	-0.58	0	-0.58	0	-0.58	0	-3	0	0	1	0	0	0	1	0	0	0	1	0	0	-1.79	-2.19333	-2.395	-2.516	1	1	1	1	1	1	1	1	1	1	0	0	0.166667	1	1	1	1	0	0	0	0	0	2.5	5.75	0	1	0	1	0	0	0	0	0	0	0	0	1	1	1	1
_47279134358	0	0	0	0	3.85015	0	0	0	0	0	0	3	1	3	0	3	1	2	2	0	0	0	0	0	0	2.99573	0	2.99573	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.3673	0	3.21888	0	28	24	0.862069	0.966016	3.3673	0	0	0	4.4	0	0	0	4.4	14.8161	4.4	4.4	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2.38346	2.44912	2.66801	2.38346	2.38346	2.38346	2.38346	2.44912	2.66801	1	0.1	0.1	0	0.1	0	0.1	0	0.1	0	1	0	0	0	1	0	0	0	1	0	0	0	0.1	0.1	0.1	0.1	1	-1.54	-1.54	0	-1.54	0	-1.54	0	-3	0	0	1	0	0	0	1	0	0	0	1	0	0	-2.27	-2.51333	-2.635	-2.708	1	-0.58	-0.58	0	-0.58	0	-0.58	0	-3	0	0	1	0	0	0	1	0	0	0	1	0	0	-1.79	-2.19333	-2.395	-2.516	1	1	1	1	1	1	1	1	1	1	0	0	0.166667	1	1	1	1	0	0	0	0	0	2.5	5.75	0	1	0	1	0	0	0	0	0	0	0	0	1	1	1	1
_47278745014	0	1.09861	1.79176	-0.693147	3.52636	1	0	1	0	1	0	8	1	8	0	8	1	1	1	0	0	0	0	0	0	9.78768	0	9.78768	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	4.4	0	0	0	4.4	0	4.4	4.4	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	1	0.1	0.1	0	0.1	0	0.1	0	0.1	0	1	0	0	0	1	0	0	0	1	0	0	0	0.1	0.1	0.1	0.1	1	-1.56	-1.56	0	-1.56	0	-1.56	0	-3	0	0	1	0	0	0	1	0	0	0	1	0	0	-2.28	-2.52	-2.64	-2.712	1	-0.58	-0.58	0	-0.58	0	-0.58	0	-3	0	0	1	0	0	0	1	0	0	0	1	0	0	-1.79	-2.19333	-2.395	-2.516	1	1	1	1	1	1	1	1	1	1	0	0	0.166667	1	1	1	1	0	0	0	0	0	2.5	5.75	0	1	0	1	0	0	0	0	0	0	0	0	1	1	1	1
_47297404390	0	0	1.79176	-1.79176	6.62407	1	1	1	1	0	0	8	2	4	32	8	1	1	1	0	0	0.693147	0	0	0	3.81644	0.136341	3.55535	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0694444	0.0694444	0	0.138889	0.0222222	0.0222222	0	3.49236	1.23028	3.24839	0.934175	71	50	0.708333	0.945692	4.27667	0	2.70805	0	4.4	0	0	0	4.4	18.8173	4.4	4.4	0	0	0	0	0	0	0	0	1	1	1	0.166667	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.333333	0	0.333333	0	0	0	0	1	1	2.90122	2.92221	3.34504	2.85507	2.85507	2.85507	2.85507	2.86557	3.07698	2	0.1	0.1	0	0.1	0	0.1	0	0.1	0	1	0	0	0	1	0	0	0	1	0	0	0	0.1	0.1	0.1	0.1	2	-1.24	-1.24	0	-1.18	0.0072	-1.24	0	-1.12	0	0	1	0	0	0	1	0	0	0	1	0	0	-1.18	-1.78667	-2.09	-2.272	2	-0.58	-0.58	0	-0.58	0	-0.58	0	-0.58	0	0	1	0	0	0	1	0	0	0	1	0	0	-0.58	-1.38667	-1.79	-2.032	1	1	1	1	1	1	1	1	1	1	0	0	0.166667	2	1	2	2	0	0	0	0	0	2.5	5.75	0.5	5	0	0	0	0.5	0	0.5	0	0	0	0	1	1	2	2
_47301150864	0	5.1299	6.09357	-0.963671	6.47697	0	1	1	1	0	1	13	2	6.5	84.5	13	2	0	2	0	0	0.693147	0.693147	0.693147	0.693147	9.2679	56.9475	3.93183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0.0238095	0.0238095	0	0.047619	0.0396825	0.0396825	0	4.54125	0.00817069	2.44517	0.49853	99	18	0.19	0.621732	6.07993	0	4.77068	0	4.4	0	0	1	4.4	26.7517	4.4	4.4	0	0.166667	1.01332	0	0	0	0.166667	1.01332	1	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2.29964	2.29964	2.29964	3.40312	3.40312	3.40312	3.40312	3.40312	3.40312	2	0.1	0.1	0	0.075	0.00125	0.1	0	0.05	0	1	0	0	0	1	0	0	0	1	0	0	0	0.075	0.0833333	0.0875	0.09	2	-2.18	-2.18	0	-1.82	0.2592	-2.18	0	-1.46	0	0	1	0	0	0	1	0	0	0	1	0	0	-1.82	-2.21333	-2.41	-2.528	2	-0.58	-0.58	0	-0.58	0	-0.58	0	-0.58	0	0	1	0	0	0	1	0	0	0	1	0	0	-0.58	-1.38667	-1.79	-2.032	1	1	1	1	1	1	1	1	1	1	0	0	0.166667	2	1	2	2	0	0	0	0	0	2.5	5.75	0.5	4	0	0	0	0	1	0	0	0	0	0	1	1	2	2
_47278832153	0	3.58352	2.3979	1.18562	6.54822	0	0	1	1	0	0	9	6	2.66667	17.0667	0	1	1	1	0	0	1.56071	0.867563	0.867563	0.867563	7.9304	4.46703	3.93183	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.666667	0.666667	0.666667	1	0.789855	0.666667	1	3.09686	0.958317	3.09686	0.958317	32	32	1	1	5.79057	1.8647e-06	1.09861	0	4.4	0	0	0	4.4	25.4785	4.4	4.4	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2.63282	2.7957	2.99678	2.61069	2.61069	2.61069	2.63282	2.7957	2.99678	6	0.1	0.1	0	0.14873	0.00142478	0.158476	0.00106858	0.1	0	1	0	0	0	1	0	0	0	1	0	0	0	0.136548	0.14873	0.154821	0.143857	6	-0.9	-0.9	0	-0.883333	0.00166667	-0.9	1.54074e-32	-0.8	0	0	1	0	0	0	1	0	0	0	1	0	0	-0.9	-0.9	-0.9	-0.88	6	-0.58	-0.58	0	-0.58	0	-0.58	0	-0.58	0	0	1	0	0	0	1	0	0	0	1	0	0	-0.58	-0.58	-0.58	-0.58	1	1	1	1	1	1	1	1	1	1	0	0.0166003	0.833333	6	5	5	1	0	0	0	0	0	2.5	5.75	0.333333	1	0	1	0	0	0	0	0	0	0	0	1	1	6	6
_47282312983	0	0.693147	1.79176	-1.09861	5.75574	0	1	1	0	1	2	6	6	4.83333	0.966667	5	1	1	1	0	0	1.0114	0.693147	0.693147	0.693147	6.76077	9.6035	9.58939	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.126731	0.110136	0	0.137931	0.136364	0.136364	0	3.29821	0.491561	3.1658	0.433946	42	30	0.72093	0.969193	3.7612	0	4.51689	0.507646	4.4	0	0	0	4.4	16.5493	4.4	4.4	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0.102564	0	0	0	0	0	0	0	0	0	0.5	0	0.5	0	0	0	0	0	1	1	2.50838	2.51908	2.736	2.77869	2.77869	2.77869	2.89866	2.9008	2.94418	6	0.1	0.1	0	0.1	2.31112e-34	0.1	0	0.1	0	1	0	0	0	1	0	0	0	1	0	0	0	0.1	0.1	0.1	0.1	6	-1.28	-1.28	0	-1.49	0.0318	-1.28	0	-1.532	0.02652	0	1	0	0	0	1	0	0	0	1	0	0	-1.37	-1.51333	-1.5	-1.476	6	-0.58	-0.58	0	-0.58	0	-0.58	0	-0.58	0	0	1	0	0	0	1	0	0	0	1	0	0	-0.58	-0.58	-0.58	-0.58	1	1	1	1	1	1	1	1	1	1	0	0	0.166667	6	1	3	3	0	0	0	0	0	2.5	5.75	0.166667	2	0	0	1	0	0	0	0	0	0	0	1	1	6	6
_47280456385	0	2.83321	0.693147	2.14007	6.89467	0	0	1	1	0	0	0	6	0	0	0	1	1	1	0	0	1.79176	1.79176	1.24245	1.56071	2.69616	2.33488	0.693147	0.166667	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.211312	0.211312	0	0.15	0.152965	0.152965	0.142857	3.70157	0.795575	3.19769	1.41898	12	10	0.846154	0.892828	3.87929	0.775116	2.83321	0	4.4	0	0	0	4.4	17.0689	4.4	4.4	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0.0210526	0	0	0	0	0	0	0.0769231	0	0.0769231	0	0.333333	0	0.333333	0	0.638085	0	0.638085	1	1	3.7045	3.7045	3.7045	2.67737	2.67737	2.67737	2.81842	3.04816	2.94664	6	0.1	0.1	0	0.135834	0.0135473	0.143001	0.0165489	0.1	0	0.833333	0.166667	0	0	0.8	0.2	0	0	1	0	0	0	0.075	0.101819	0.101365	0.0910917	6	-1.48	-1.48	0	-1.23333	0.0762667	-1.256	0.09148	-1.12	0	0	1	0	0	0	1	0	0	0	1	0	0	-1.52	-1.39333	-1.325	-1.32	6	-0.58	-0.58	0	-0.58	0	-0.58	0	-0.58	0	0	1	0	0	0	1	0	0	0	1	0	0	-0.58	-0.58	-0.58	-0.58	1	1	1	1	1	1	1	1	1	1	0	0	0.833333	6	5	6	1.2	0	0	0	0	0	2.5	5.75	0.833333	4	0.166667	0.5	0	0	0.166667	0.166667	0	0	0	0	1	1	6	6
_47276234336	0	3.58352	5.6058	-2.02228	7.36897	0	1	1	0	1	0	9	1	9	0	9	3	0	1	0	0	0	0	0	0	12.7503	0	12.7503	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2.94444	0	2.56495	0	18	12	0.684211	0.903791	0	0	2.94444	0	4.4	0	0	0	4.4	12.9555	4.4	4.4	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	3.15441	3.15441	3.15441	3.15441	3.15441	3.15441	3.15441	3.15441	3.15441	1	0.1	0	0.1	0.1	0	0.1	0	0.1	0	1	0	0	0	1	0	0	0	1	0	0	0	0.1	0.1	0.1	0.1	1	-1.54	0	-1.54	-1.54	0	-3	0	-1.54	0	0	1	0	0	0	1	0	0	0	1	0	0	-2.27	-2.51333	-2.635	-2.708	1	-0.58	0	-0.58	-0.58	0	-3	0	-0.58	0	0	1	0	0	0	1	0	0	0	1	0	0	-1.79	-2.19333	-2.395	-2.516	1	1	1	1	1	1	1	1	1	1	0	0	0	1	0	1	0	0	0	0	0	0	2.5	5.75	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	1
_47308190950	0	3.71357	4.14313	-0.429563	5.45959	1	1	1	0	1	1	10	6	4.66667	26.2667	10	1	1	1	0	0	1.56071	1.56071	1.56071	1.32966	5.50151	4.59267	2.77259	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0927732	0.0927732	0	0	0.229558	0.229558	0.128205	2.48886	2.39726	2.43014	2.25753	0	0	1	0.98317	4.20536	1.4047	3.91304	1.23248	4.4	0	0	1	4.4	18.5036	4.4	4.4	0	0.333333	1.40179	0	0	0	0.333333	1.40179	1	1	1	0	1	0	0	0	0.0869565	0.166667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2.5	2.5	2.5	2.70547	2.70547	2.70547	2.8529	3.0088	2.89258	6	0.1	0.1	0	0.0853824	0.000527933	0.0811472	0.000710855	0.0875	0.000625	1	0	0	0	1	0	0	0	1	0	0	0	0.0811472	0.0707648	0.0780736	0.0824589	6	-1.9	-1.9	0	-1.41333	0.160427	-1.54	0.2592	-1.35	0.164933	0	1	0	0	0	1	0	0	0	1	0	0	-1.54	-1.49333	-1.565	-1.412	6	-0.58	-0.58	0	-0.58	0	-0.58	0	-0.58	0	0	1	0	0	0	1	0	0	0	1	0	0	-0.58	-0.58	-0.58	-0.58	2	2	2	2	2	1	2	2	2	2	0	0	0.333333	6	2	6	3	0	0	0	0	0	2.5	5.75	0.166667	4	0	0	0	0	1	0	0	0	0	0	1	1	6	6
_47314985266	0	0	0	0	4.33073	1	0	1	1	0	0	8	3	8	0	8	2	0	0	1	0	0	0	0	0	3.93183	0	3.93183	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0815851	0.0815851	0	0.153846	0.160317	0	0.761905	2.3445	0.23927	2.28373	0.150827	17	14	0.833333	0.981829	4.06074	2.73952	5.04986	0	4.4	0	0	0	4.4	17.8673	4.4	4.4	0	0.166667	0.67679	0	0	0	0.166667	0.67679	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	3.45777	3.45777	3.45777	3.4315	3.4315	3.4315	3.4315	3.4315	3.4315	3	0.1	0.1	0	0.1	2.88889e-34	0.1	0	0.1	0	1	0	0	0	1	0	0	0	1	0	0	0	0.1	0.1	0.1	0.1	3	-1.6	-1.6	0	-1.58667	0.0257333	-1.51	0.0162	-1.74	0	0	1	0	0	0	1	0	0	0	1	0	0	-1.51	-1.58667	-1.94	-2.152	3	-0.58	-0.58	0	-0.58	0	-0.58	0	-0.58	0	0	1	0	0	0	1	0	0	0	1	0	0	-0.58	-0.58	-1.185	-1.548	1	1	1	1	1	1	1	1	1	1	0	0	0.333333	3	2	3	1.5	0	0	0	0	0	2.5	5.75	0.333333	5	0	0	0	0	0	1	0	0	0	0	1	1	3	3
_47272296661	0	0	5.49306	-5.49306	5.68017	1	0	1	0	1	1	12	6	11.5	1.5	12	1	0	0	0	0	0.450561	0.450561	0.450561	0.450561	4.64527	24.1494	2.63906	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0314815	0.0314815	0	0	0.166384	0	0	1.79366	2.40264	1.76787	2.29954	0	0	1	0.990769	2.52171	12.7181	3.19745	2.30993	4.4	0	0	1	4.4	11.0955	4.4	4.4	0	0.166667	0.420285	0	0	0	0.166667	0.420285	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2.5	2.5	2.5	2.88161	2.88161	2.88161	2.99608	2.99608	2.99608	6	0.1	0.1	0	0.1	2.31112e-34	0.1	0	0.1	0	1	0	0	0	1	0	0	0	1	0	0	0	0.1	0.1	0.1	0.1	6	-1.2	-1.2	0	-1.41667	0.110467	-1.13	0.0098	-1.56	0.0986667	0	1	0	0	0	1	0	0	0	1	0	0	-1.17	-1.13333	-1.295	-1.336	6	-0.58	-0.58	0	-0.586667	0.000106667	-0.58	0	-0.59	0.000133333	0	1	0	0	0	1	0	0	0	1	0	0	-0.58	-0.58	-0.585	-0.588	1	2	1	1	1	0	2	1	1	1	0	0	0.333333	6	2	6	3	0	0	0	0	0	2.5	5.75	0.5	4	0	0	0	0	0.333333	0.666667	0	0	0	0	1	1	6	6
_47314725446	0	0	0.693147	-0.693147	2.48491	1	0	1	0	1	0	4	6	3.66667	0.666667	2	1	2	2	0	0	0.450561	0	0	0.450561	9.29652	0.676375	7.61776	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.194392	0.194392	0	0.121212	0.179167	0.0458333	0	3.07593	0.574882	2.60066	1.68384	22	18	0.826087	0.883397	6.27664	0	3.75116	2.28653	4.4	0	0	1	4.4	27.6172	4.4	4.4	0	0.333333	2.09221	0	0	0	0.333333	2.09221	1	1	1	0	1	0	0	0	0.0263158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	3.61127	3.61127	3.61127	2.77112	2.77112	2.77112	2.92208	3.0354	3.00451	6	0.1	0.1	0	0.1	2.31112e-34	0.1	0	0.1	0	1	0	0	0	1	0	0	0	1	0	0	0	0.1	0.1	0.1	0.1	6	-1.64	-1.64	0	-1.58	0.03616	-1.64	0	-1.568	0.04412	0	1	0	0	0	1	0	0	0	1	0	0	-1.7	-1.64667	-1.54	-1.568	6	-0.58	-0.58	0	-0.58	0	-0.58	0	-0.58	0	0	1	0	0	0	1	0	0	0	1	0	0	-0.58	-0.58	-0.58	-0.58	1	1	1	1	1	1	1	1	1	1	0	0	0.166667	6	1	3	3	0	0	0	0	0	2.5	5.75	0.5	4	0	0	0	0	0.666667	0.333333	0	0	0	0	1	1	6	6
_47299390910	0	0.693147	0	0.693147	5.8522	1	0	1	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	8.09651	0	8.09651	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.07754	0	3.93183	0	58	50	0.864407	0.971303	4.07754	0	0	0	4.4	0	0	0	4.4	17.9412	4.4	4.4	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2.06724	2.29067	2.78263	2.06724	2.06724	2.06724	2.06724	2.29067	2.78263	1	0.1	0.1	0	0.1	0	0.1	0	0.1	0	1	0	0	0	1	0	0	0	1	0	0	0	0.1	0.1	0.1	0.1	1	-1.52	-1.52	0	-1.52	0	-1.52	0	-3	0	0	1	0	0	0	1	0	0	0	1	0	0	-2.26	-2.50667	-2.63	-2.704	1	-0.58	-0.58	0	-0.58	0	-0.58	0	-3	0	0	1	0	0	0	1	0	0	0	1	0	0	-1.79	-2.19333	-2.395	-2.516	1	1	1	1	1	1	1	1	1	1	0	0	0.166667	1	1	1	1	0	0	0	0	0	2.5	5.75	0	4	0	0	0	0	1	0	0	0	0	0	1	1	1	1
_47276964033	0	3.3673	5.72685	-2.35955	5.99894	1	0	1	1	0	1	11	6	10.3333	0.266667	10	1	1	1	0	0	1.0114	1.0114	0.693147	0.693147	8.52474	22.3995	3.93183	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0463899	0.0463899	0	0	0.241553	0.295125	0	2.31871	3.9444	2.21604	3.53166	0	0	1	0.969062	5.12096	0.0120236	3.9376	1.82424	4.4	0	0	1	4.4	22.5322	4.4	4.4	0	0.333333	1.70699	0	0	0	0.333333	1.70699	1	1	1	0.166667	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.301322	0	0.301322	1	1	2.5	2.5	2.5	2.52048	2.52048	2.52048	2.64942	2.85593	2.77554	6	0.1	0.1	0	0.0860242	0.00049484	0.0830727	0.000573067	0.0875	0.000625	1	0	0	0	1	0	0	0	1	0	0	0	0.1	0.0887151	0.0790364	0.0832291	6	-1.36	-1.36	0	-1.45333	0.0655467	-1.36	2.46519e-30	-1.5	0.100533	0	1	0	0	0	1	0	0	0	1	0	0	-1.44	-1.41333	-1.545	-1.496	6	-0.58	-0.58	0	-0.58	0	-0.58	0	-0.58	0	0	1	0	0	0	1	0	0	0	1	0	0	-0.58	-0.58	-0.58	-0.58	1	1	1	1	1	1	1	1	1	1	0	0	0.333333	6	2	5	2.5	0	0	0	0	0	2.5	5.75	0.166667	5	0	0.833333	0	0	0	0.166667	0	0	0	0	1	1	6	6
